Motor Speed (RPM),Engine Speed (RPM),Throttle (%),Intake Temperature (C),Engine Coolant Temperature 1 (C),Engine Coolant Temperature 2 (C),Barometric Pressure (kpa),Fuel Trim,Fuel Consumption (g/min),Fuel Consumed (g),Bus Voltage (V),Battery Current (A),Power Generated (W),Inverter Temperature (C),Target Fuel Pressure (bar),Fuel Pressure (bar),Fuel Pump Speed (RPM),Cooling Pump Speed (RPM),alert
3423.1,3441.0,14.0,25.0,55.0,53.0,97.0,1.0,7.2,14.000000000000028,48.97,2.25,55.000000000000114,31.0,1.0,1.0,1052.0,5808.0,0
3418.7,3478.0,14.0,25.0,54.0,53.0,97.0,1.0,7.5,14.000000000000028,48.85,2.02,140.0,31.0,1.0,1.0,1098.0,5868.0,0
3459.9,3428.0,14.0,25.0,54.0,53.0,97.0,1.0,7.0,14.000000000000028,48.85,-1.56,58.0,31.0,1.0,1.0,1226.0,5868.0,0
3503.6,3414.0,14.0,25.0,54.0,53.0,97.0,1.0,7.3,14.000000000000028,48.62,-2.290000000000001,112.0,31.0,1.0,1.0,1187.0,5508.0,0
3428.3,3488.0,14.0,25.0,54.0,53.0,97.0,1.0,7.7,15.0,48.97,-4.339999999999999,87.99999999999989,31.0,1.0,1.0,1177.0,5508.0,0
3505.8,3453.0,15.0,25.0,54.0,53.0,97.0,1.0,7.5,15.0,48.49,2.84,45.0,31.0,1.0,1.0,1028.0,5436.0,0
3430.8,3529.0,15.0,25.0,54.0,53.0,97.0,1.0,8.0,15.0,48.49,-1.6899999999999997,76.0,31.0,1.0,1.0,1127.0,5436.0,0
3563.6,3439.0,15.0,25.0,54.0,53.0,97.0,1.0,7.4,15.0,48.8,-2.45,152.0,31.0,1.0,1.0,1216.0,5220.0,0
3556.6,3444.0,14.0,25.0,54.0,53.0,97.0,1.0,7.4,15.0,48.8,-3.3,181.0,31.0,1.0,1.0,1198.0,5220.0,0
3530.6,3500.0,14.0,25.0,54.0,52.0,97.0,1.0,7.6,15.0,48.92,-7.2,103.0,31.0,1.0,1.0,1235.0,5880.0,0
3534.8,3478.0,14.0,25.0,54.0,52.0,97.0,1.0,7.4,15.0,48.8,2.45,81.0,31.0,1.0,1.0,1034.0,5880.0,0
3396.4,3499.0,14.0,25.0,54.0,52.0,97.0,1.0,7.4,15.0,48.8,-3.96,93.0,31.0,1.0,1.0,1128.0,5280.0,0
3594.9,3467.0,13.0,25.0,54.0,52.0,97.0,1.0,7.1,15.0,49.29,-2.79,137.0,31.0,1.0,1.0,1207.0,5280.0,0
3563.4,3598.0,13.0,25.0,54.0,52.0,96.0,1.0,7.1,15.0,49.04,-5.53,126.00000000000011,31.0,1.0,1.0,1218.0,5748.0,0
3467.3,3367.0,13.0,25.0,54.0,52.0,96.0,1.0,6.7,15.0,49.04,-5.23,86.0,31.0,1.0,1.0,1022.0,5748.0,0
3451.8,3434.0,14.0,25.0,54.0,52.0,96.0,1.0,7.0,15.0,48.77,0.63,103.0,31.0,1.0,1.0,1176.0,5700.0,0
3389.1,3382.0,13.0,25.0,54.0,52.0,96.0,1.0,6.8,15.0,48.77,-2.8099999999999996,100.0,31.0,1.0,1.0,1177.0,5700.0,0
3604.2,3542.0,13.0,25.0,53.0,52.0,97.0,1.0,6.9,15.0,48.73,-0.8400000000000001,168.0,31.0,1.0,1.0,1150.0,5244.0,0
3392.2,3440.0,13.0,25.0,53.0,52.0,97.0,1.0,6.8,15.0,49.39,-1.37,79.0,31.0,1.0,1.0,990.0,5244.0,0
3383.4,3374.0,13.0,25.0,53.0,52.0,97.0,1.0,6.9,15.0,49.39,-0.030000000000000027,51.0,31.0,1.0,1.0,1200.0,5424.0,0
3514.8,3460.0,13.0,25.0,53.0,52.0,97.0,1.0,6.8,15.0,48.96,-2.6499999999999995,31.0,31.0,1.0,1.0,1193.0,5424.0,0
3565.7,3639.0,13.0,25.0,53.0,52.0,97.0,1.0,7.3,15.0,48.55,-3.6399999999999997,87.99999999999989,31.0,1.0,1.0,1000.0,5184.0,0
3419.9,3410.0,14.0,25.0,53.0,52.0,97.0,1.0,6.6,15.0,48.55,-2.8000000000000007,122.0,31.0,1.0,1.0,1141.0,5184.0,0
3570.3,3496.0,13.0,25.0,53.0,52.0,97.0,1.0,7.4,15.0,48.65,-1.68,161.0000000000001,31.0,1.0,1.0,1174.0,5064.0,0
3534.1,3403.0,14.0,25.0,53.0,52.0,97.0,1.0,7.0,15.0,48.65,-2.1899999999999995,137.0,31.0,1.0,1.0,1217.0,5064.0,0
3463.3,3358.0,13.0,25.0,53.0,51.0,97.0,1.0,6.4,15.0,48.75,-5.64,93.0,31.0,1.0,1.0,1009.0,5712.0,0
3590.5,3355.0,14.0,25.0,53.0,51.0,97.0,1.0,6.7,15.0,48.54,-1.7299999999999998,165.0,31.0,1.0,1.0,1158.0,5712.0,0
3498.9,3373.0,13.0,25.0,53.0,51.0,97.0,1.0,6.5,15.0,48.62,-2.8000000000000007,88.99999999999989,31.0,1.0,1.0,1177.0,5124.0,0
3587.4,3514.0,13.0,25.0,53.0,51.0,97.0,1.0,7.3,15.0,48.62,0.9899999999999999,57.0,31.0,1.0,1.0,1133.0,5124.0,0
3361.2,3415.0,13.0,25.0,53.0,51.0,97.0,1.0,6.8,15.0,48.72,-2.05,164.0,31.0,1.0,1.0,1091.0,5424.0,0
3580.8,3541.0,13.0,25.0,53.0,51.0,97.0,1.0,7.2,15.0,48.72,-4.14,103.0,31.0,1.0,1.0,1219.0,5424.0,0
3386.1,3404.0,14.0,25.0,53.0,51.0,97.0,1.0,7.2,15.0,48.88,1.48,109.00000000000011,31.0,1.0,1.0,1206.0,5388.0,0
3549.3,3346.0,14.0,25.0,53.0,51.0,97.0,1.0,6.8,15.0,48.89,-2.74,138.0,31.0,1.0,1.0,1028.0,5388.0,0
3596.0,3487.0,14.0,25.0,53.0,51.0,97.0,1.0,7.1,15.0,48.89,-4.57,83.0,31.0,1.0,1.0,1148.0,5580.0,0
3425.0,3512.0,14.0,25.0,53.0,51.0,97.0,1.0,7.5,15.0,48.8,-0.9099999999999999,3.0000000000001137,31.0,1.0,1.0,1181.0,5580.0,0
3499.8,3503.0,14.0,25.0,53.0,51.0,97.0,1.0,7.4,15.0,49.15,-1.95,113.0,31.0,1.0,1.0,1216.0,5664.0,0
3299.9,3542.0,14.0,25.0,53.0,51.0,97.0,1.0,7.7,15.0,49.15,-4.11,51.0,31.0,1.0,1.0,1035.0,5664.0,0
3405.8,3567.0,14.0,26.0,53.0,51.0,96.0,1.0,7.1,16.0,48.75,5.62,10.0,31.0,1.0,1.0,1152.0,5148.0,0
3413.9,3394.0,14.0,26.0,53.0,51.0,96.0,1.0,7.3,16.0,48.75,-2.42,81.0,31.0,1.0,1.0,1196.0,5148.0,0
3602.6,3412.0,14.0,26.0,53.0,51.0,96.0,1.0,7.0,16.0,48.85,1.18,88.99999999999989,31.0,1.0,1.0,1226.0,5724.0,0
3503.8,3460.0,14.0,26.0,53.0,51.0,96.0,1.0,7.2,16.0,48.66,0.93,60.0,31.0,1.0,1.0,1014.0,5724.0,0
3538.6,3613.0,14.0,26.0,52.0,51.0,97.0,1.0,7.3,16.0,48.66,-7.23,195.0,31.0,1.0,1.0,1172.0,5100.0,0
3493.1,3398.0,13.0,26.0,52.0,51.0,97.0,1.0,6.8,16.0,48.57,1.37,40.0,31.0,1.0,1.0,1180.0,5100.0,0
3629.0,3424.0,13.0,26.0,52.0,51.0,97.0,1.0,6.9,16.0,48.5,-6.75,167.0,31.0,1.0,1.0,1161.0,5244.0,0
3509.7,3504.0,14.0,26.0,52.0,51.0,97.0,1.0,7.5,16.0,48.5,-1.7100000000000002,53.999999999999886,31.0,1.0,1.0,1030.0,5244.0,0
3405.9,3463.0,13.0,26.0,52.0,51.0,96.0,1.0,6.9,16.0,48.46,-3.37,75.0,31.0,1.0,1.0,1197.0,5424.0,0
3428.2,3417.0,13.0,26.0,52.0,51.0,96.0,1.0,7.3,16.0,48.46,-2.79,27.0,31.0,1.0,1.0,1181.0,5424.0,0
3511.7,3496.0,13.0,26.0,52.0,50.0,96.0,1.0,7.1,16.0,48.73,-2.24,142.9999999999999,31.0,1.0,1.0,1143.0,5940.0,0
3580.3,3478.0,14.0,26.0,52.0,50.0,96.0,1.0,7.3,16.0,49.17,-6.54,164.0,31.0,1.0,1.0,1010.0,5940.0,0
3502.9,3493.0,13.0,26.0,52.0,50.0,97.0,1.0,6.8,16.0,49.17,2.8500000000000005,76.0,31.0,1.0,1.0,1215.0,5172.0,0
3406.0,3498.0,13.0,26.0,52.0,50.0,97.0,1.0,7.2,16.0,48.88,-1.8700000000000003,39.000000000000114,31.0,1.0,1.0,1163.0,5172.0,0
3464.6,3483.0,13.0,26.0,53.0,51.0,97.0,1.0,7.1,16.0,48.67,1.07,65.0,31.0,1.0,1.0,1038.0,5328.0,0
3360.6,3415.0,13.0,26.0,53.0,51.0,97.0,1.0,6.9,16.0,48.67,2.63,-5.0,31.0,1.0,1.0,1034.0,5328.0,0
3546.6,3452.0,13.0,26.0,53.0,51.0,96.0,1.0,6.9,16.0,48.86,-1.22,121.0,31.0,1.0,1.0,1201.0,5484.0,0
3536.1,3360.0,13.0,26.0,53.0,51.0,96.0,1.0,6.6,16.0,49.04,-2.51,169.0,31.0,1.0,1.0,1199.0,5484.0,0
3414.5,3438.0,13.0,26.0,53.0,51.0,96.0,1.0,6.9,16.0,49.04,2.9400000000000004,6.0,31.0,1.0,1.0,1002.0,5280.0,0
3537.2,3472.0,13.0,26.0,53.0,51.0,96.0,1.0,6.9,16.0,49.11,1.39,46.0,31.0,1.0,1.0,1118.0,5280.0,0
3519.2,3391.0,13.0,26.0,53.0,51.0,97.0,1.0,6.5,16.0,49.22,-4.63,96.0,31.0,1.0,1.0,1170.0,5772.0,0
3558.3,3556.0,13.0,26.0,53.0,51.0,97.0,1.0,7.4,16.0,49.22,-0.17000000000000004,11.0,31.0,1.0,1.0,1139.0,5772.0,0
3654.9,3586.0,13.0,26.0,53.0,51.0,97.0,1.0,7.2,16.0,48.49,-3.3199999999999994,35.999999999999886,31.0,1.0,1.0,1099.0,5556.0,0
3504.1,3474.0,13.0,26.0,53.0,51.0,97.0,1.0,6.8,16.0,48.49,-2.8199999999999994,98.0,31.0,1.0,1.0,1195.0,5556.0,0
3533.1,3463.0,13.0,26.0,53.0,51.0,96.0,1.0,6.8,16.0,48.59,-2.6799999999999997,70.0,31.0,1.0,1.0,1183.0,5484.0,0
3604.6,3481.0,13.0,26.0,53.0,51.0,96.0,1.0,7.2,16.0,48.41,-6.0,-9.0,31.0,1.0,1.0,1019.0,5484.0,0
3423.7,3437.0,13.0,26.0,53.0,51.0,96.0,1.0,7.2,16.0,48.41,-1.02,62.0,31.0,1.0,1.0,1216.0,5700.0,0
3591.5,3538.0,13.0,26.0,53.0,51.0,96.0,1.0,7.3,16.0,48.51,-3.0599999999999996,-12.0,31.0,1.0,1.0,1166.0,5700.0,0
3531.9,3371.0,14.0,26.0,53.0,51.0,97.0,1.0,7.3,16.0,48.4,-0.74,51.0,31.0,1.0,1.0,1085.0,5364.0,0
3466.5,3343.0,14.0,26.0,53.0,51.0,97.0,1.0,7.0,16.0,48.4,0.04999999999999999,96.0,31.0,1.0,1.0,1021.0,5364.0,0
3582.7,3542.0,14.0,26.0,53.0,51.0,97.0,1.0,7.8,16.0,49.03,0.020000000000000018,100.0,31.0,1.0,1.0,1217.0,5580.0,0
3555.0,3469.0,14.0,26.0,53.0,51.0,97.0,1.0,7.3,16.0,49.03,0.53,89.99999999999989,31.0,1.0,1.0,1183.0,5580.0,0
3604.5,3526.0,14.0,26.0,53.0,51.0,97.0,1.0,7.3,16.0,48.46,-6.9,201.0,31.0,1.0,1.0,1155.0,5244.0,0
3457.0,3534.0,14.0,26.0,53.0,51.0,97.0,1.0,7.7,16.0,48.84,-4.05,151.0,31.0,1.0,1.0,1019.0,5244.0,0
3452.5,3568.0,14.0,26.0,53.0,51.0,97.0,1.0,7.4,17.0,48.84,0.66,61.0,31.0,1.0,1.0,1211.0,5520.0,0
3535.9,3634.0,14.0,26.0,53.0,51.0,97.0,1.0,7.9,17.0,48.8,-3.25,134.0,31.0,1.0,1.0,1193.0,5520.0,0
3518.4,3616.0,14.0,26.0,53.0,52.0,97.0,1.0,7.9,17.0,48.74,1.03,40.0,31.0,1.0,1.0,1234.0,5568.0,0
3556.7,3457.0,14.0,26.0,53.0,52.0,97.0,1.0,7.3,17.0,48.74,-0.99,130.0,31.0,1.0,1.0,1082.0,5568.0,0
3517.5,3406.0,14.0,26.0,54.0,52.0,97.0,1.0,7.2,17.0,48.95,-3.29,51.0,31.0,1.0,1.0,1048.0,5484.0,0
3577.1,3476.0,14.0,26.0,54.0,52.0,97.0,1.0,7.6,17.0,48.95,-3.91,102.0,31.0,1.0,1.0,1215.0,5484.0,0
3479.7,3520.0,14.0,26.0,54.0,52.0,96.0,1.0,7.5,17.0,48.95,-0.55,2.0000000000001137,31.0,1.0,1.0,1162.0,5136.0,0
3587.0,3492.0,14.0,26.0,54.0,52.0,96.0,1.0,7.4,17.0,48.32,-4.77,119.0,31.0,1.0,1.0,1142.0,5136.0,0
3448.8,3493.0,14.0,26.0,54.0,52.0,96.0,1.0,7.2,17.0,49.17,-2.1799999999999997,133.0,31.0,1.0,1.0,1031.0,5892.0,0
3417.1,3436.0,15.0,26.0,54.0,52.0,96.0,1.0,7.3,17.0,49.17,-3.91,137.0,31.0,1.0,1.0,1171.0,5892.0,0
3378.2,3422.0,14.0,26.0,54.0,52.0,97.0,1.0,7.3,17.0,49.08,2.11,47.0,31.0,1.0,1.0,1185.0,5340.0,0
3365.7,3362.0,14.0,26.0,54.0,52.0,97.0,1.0,6.9,17.0,49.08,-0.97,47.0,31.0,1.0,1.0,1216.0,5340.0,0
3453.5,3493.0,13.0,26.0,54.0,52.0,97.0,1.0,7.2,17.0,48.42,3.01,46.0,31.0,1.0,1.0,1012.0,4980.0,0
3436.0,3455.0,14.0,26.0,54.0,52.0,97.0,1.0,7.1,17.0,48.38,1.85,80.0,31.0,1.0,1.0,1168.0,4980.0,0
3519.4,3479.0,14.0,26.0,54.0,52.0,97.0,1.0,7.2,17.0,48.38,-2.5699999999999994,38.000000000000114,31.0,1.0,1.0,1178.0,5616.0,0
3508.6,3507.0,13.0,26.0,54.0,52.0,97.0,1.0,7.2,17.0,49.12,1.74,75.0,31.0,1.0,1.0,1213.0,5616.0,0
3429.4,3534.0,14.0,26.0,55.0,53.0,97.0,1.0,7.8,17.0,48.64,2.4700000000000006,48.0,31.0,1.0,1.0,1021.0,5244.0,0
3382.5,3457.0,14.0,26.0,55.0,53.0,97.0,1.0,7.1,17.0,48.64,2.24,81.0,31.0,1.0,1.0,1195.0,5244.0,0
3555.4,3336.0,14.0,26.0,55.0,53.0,97.0,1.0,7.0,17.0,49.01,-4.75,129.0,31.0,1.0,1.0,1102.0,5700.0,0
3592.7,3548.0,13.0,26.0,55.0,53.0,97.0,1.0,7.7,17.0,49.01,-2.1799999999999997,176.0,31.0,1.0,1.0,1004.0,5700.0,0
3494.2,3486.0,13.0,26.0,55.0,53.0,97.0,1.0,7.3,17.0,49.33,-2.3899999999999997,20.000000000000114,31.0,1.0,1.0,1207.0,5556.0,0
3578.8,3494.0,14.0,26.0,55.0,53.0,97.0,1.0,7.5,17.0,48.53,-0.33000000000000007,53.999999999999886,31.0,1.0,1.0,1184.0,5556.0,0
3568.3,3562.0,13.0,26.0,55.0,53.0,97.0,1.0,7.4,17.0,48.53,-2.0299999999999994,80.0,31.0,1.0,1.0,1051.0,5880.0,0
3560.4,3571.0,14.0,26.0,55.0,53.0,97.0,1.0,7.5,17.0,49.15,-2.87,52.0,31.0,1.0,1.0,1024.0,5880.0,0
3429.3,3462.0,14.0,26.0,55.0,53.0,97.0,1.0,7.4,17.0,48.8,-1.44,73.00000000000011,31.0,1.0,1.0,1208.0,5736.0,0
3412.2,3402.0,13.0,26.0,55.0,53.0,97.0,1.0,6.8,17.0,48.8,-2.0,67.0,31.0,1.0,1.0,1196.0,5736.0,0
3374.7,3473.0,14.0,26.0,55.0,53.0,97.0,1.0,7.1,17.0,49.0,2.96,25.0,31.0,1.0,1.0,1033.0,5352.0,0
3517.7,3533.0,14.0,26.0,55.0,53.0,97.0,1.0,7.4,17.0,48.7,-1.84,64.0,31.0,1.0,1.0,1041.0,5352.0,0
3496.1,3520.0,13.0,26.0,55.0,53.0,97.0,1.0,7.2,17.0,48.7,-2.0699999999999994,150.0,31.0,1.0,1.0,1217.0,5844.0,0
3346.4,3506.0,13.0,26.0,55.0,53.0,97.0,1.0,7.1,17.0,48.56,3.6800000000000006,46.0,31.0,1.0,1.0,1174.0,5844.0,0
3508.1,3432.0,14.0,26.0,55.0,53.0,97.0,1.0,7.0,17.0,48.74,-2.7199999999999998,52.0,31.0,1.0,1.0,999.0,5508.0,0
3560.8,3488.0,14.0,26.0,56.0,54.0,97.0,1.0,7.7,17.0,48.74,0.37,99.0,31.0,1.0,1.0,1086.0,5508.0,0
3613.1,3425.0,13.0,26.0,56.0,54.0,97.0,1.0,7.1,17.0,49.18,-5.38,130.0,31.0,1.0,1.0,1205.0,5616.0,0
3556.4,3484.0,14.0,26.0,56.0,54.0,97.0,1.0,7.2,18.0,49.18,-1.46,34.0,31.0,1.0,1.0,1184.0,5616.0,0
3582.7,3417.0,14.0,26.0,56.0,54.0,97.0,1.0,7.5,18.0,49.12,-2.59,45.0,31.0,1.0,1.0,1007.0,5184.0,0
3516.6,3369.0,14.0,26.0,56.0,54.0,97.0,1.0,7.3,18.0,49.39,2.4300000000000006,9.0,31.0,1.0,1.0,1086.0,5184.0,0
3688.0,3475.0,14.0,26.0,56.0,54.0,97.0,1.0,8.2,18.0,49.39,-6.49,149.0,31.0,1.0,1.0,1228.0,5640.0,0
3530.0,3425.0,14.0,26.0,56.0,54.0,97.0,1.0,7.3,18.0,49.3,-2.8199999999999994,69.0,31.0,1.0,1.0,1191.0,5640.0,0
3574.0,3561.0,14.0,26.0,56.0,54.0,97.0,1.0,7.6,18.0,48.83,-4.08,158.0,31.0,1.0,1.0,1119.0,5748.0,0
3482.7,3442.0,13.0,26.0,56.0,54.0,97.0,1.0,7.0,18.0,48.83,-2.5599999999999996,16.0,31.0,1.0,1.0,999.0,5748.0,0
3398.3,3417.0,14.0,26.0,56.0,54.0,97.0,1.0,7.2,18.0,48.65,-0.7,60.0,31.0,1.0,1.0,1228.0,5736.0,0
3447.8,3461.0,13.0,26.0,56.0,54.0,97.0,1.0,7.2,18.0,48.65,-3.0,68.0,31.0,1.0,1.0,1169.0,5736.0,0
3459.2,3494.0,13.0,26.0,56.0,54.0,97.0,1.0,7.1,18.0,49.3,2.24,81.0,31.0,1.0,1.0,1076.0,5796.0,0
3341.6,3432.0,13.0,26.0,57.0,55.0,97.0,1.0,6.9,18.0,48.81,-1.8499999999999999,97.0,31.0,1.0,1.0,1014.0,5796.0,0
3435.4,3539.0,13.0,26.0,57.0,55.0,97.0,1.0,7.1,18.0,48.81,2.35,35.999999999999886,31.0,1.0,1.0,1189.0,5484.0,0
3498.6,3489.0,13.0,26.0,57.0,55.0,97.0,1.0,7.0,18.0,49.22,1.82,85.0,31.0,1.0,1.0,1211.0,5484.0,0
3523.2,3488.0,13.0,26.0,57.0,55.0,97.0,1.0,6.8,18.0,49.04,-2.0199999999999996,35.0,31.0,1.0,1.0,1004.0,5700.0,0
3561.9,3425.0,13.0,26.0,57.0,55.0,97.0,1.0,6.8,18.0,49.04,0.0,88.99999999999989,31.0,1.0,1.0,1203.0,5700.0,0
3521.6,3398.0,13.0,26.0,57.0,55.0,97.0,1.0,6.7,18.0,48.84,-3.0100000000000007,46.0,31.0,1.0,1.0,1197.0,5016.0,0
3647.5,3587.0,13.0,26.0,57.0,55.0,97.0,1.0,7.1,18.0,49.08,-3.0599999999999996,130.0,31.0,1.0,1.0,974.0,5016.0,0
3546.5,3514.0,13.0,26.0,57.0,55.0,97.0,1.0,7.2,18.0,49.08,-1.0900000000000003,13.0,31.0,1.0,1.0,1213.0,5568.0,0
3550.8,3364.0,13.0,26.0,57.0,55.0,97.0,1.0,6.6,18.0,49.22,-6.3,142.9999999999999,31.0,1.0,1.0,1165.0,5568.0,0
3368.9,3345.0,14.0,26.0,57.0,55.0,97.0,1.0,6.6,18.0,48.6,-0.09999999999999998,61.0,31.0,1.0,1.0,1034.0,5664.0,0
3614.1,3560.0,14.0,26.0,58.0,55.0,97.0,1.0,7.1,18.0,48.6,-3.38,135.0,31.0,1.0,1.0,1054.0,5664.0,0
3376.1,3423.0,13.0,26.0,58.0,55.0,97.0,1.0,6.8,18.0,48.99,-1.52,157.0,31.0,1.0,1.0,1180.0,5388.0,0
3512.9,3398.0,13.0,26.0,58.0,55.0,97.0,1.0,6.7,18.0,48.99,-3.1000000000000005,65.0,31.0,1.0,1.0,1219.0,5388.0,0
3420.0,3480.0,13.0,26.0,58.0,55.0,97.0,1.0,6.7,18.0,48.68,0.26,102.0,31.0,1.0,1.0,1009.0,5736.0,0
3531.5,3497.0,14.0,26.0,58.0,56.0,97.0,1.0,7.3,18.0,48.69,-4.03,120.0,31.0,1.0,1.0,1211.0,5736.0,0
3452.4,3507.0,13.0,26.0,58.0,56.0,97.0,1.0,6.9,18.0,48.69,0.010000000000000009,75.0,31.0,1.0,1.0,1210.0,5580.0,0
3430.1,3556.0,13.0,26.0,58.0,56.0,97.0,1.0,7.5,18.0,48.67,-0.16000000000000003,16.0,31.0,1.0,1.0,998.0,5580.0,0
3534.4,3519.0,14.0,26.0,58.0,56.0,97.0,1.0,6.8,18.0,48.37,-1.84,86.0,31.0,1.0,1.0,1201.0,5352.0,0
3404.1,3456.0,13.0,26.0,58.0,56.0,97.0,1.0,7.0,18.0,48.37,2.4000000000000004,23.0,31.0,1.0,1.0,1165.0,5352.0,0
3495.7,3509.0,14.0,26.0,58.0,56.0,97.0,1.0,7.1,18.0,48.35,-1.9200000000000002,17.999999999999886,31.0,1.0,1.0,1023.0,5424.0,0
3542.9,3526.0,14.0,26.0,58.0,56.0,97.0,1.0,7.1,18.0,48.35,-1.02,151.0,31.0,1.0,1.0,1044.0,5424.0,0
3572.2,3538.0,13.0,26.0,58.0,56.0,97.0,1.0,7.1,18.0,48.64,-5.84,128.0,31.0,1.0,1.0,1205.0,5604.0,0
3582.3,3500.0,14.0,26.0,58.0,56.0,97.0,1.0,7.1,18.0,49.28,-5.21,132.0,31.0,1.0,1.0,1199.0,5604.0,0
3386.3,3446.0,13.0,26.0,58.0,56.0,96.0,1.0,7.0,18.0,49.28,-1.84,118.0,31.0,1.0,1.0,996.0,5628.0,0
3486.5,3444.0,14.0,26.0,58.0,56.0,96.0,1.0,6.8,19.0,48.53,-3.4399999999999995,57.0,31.0,1.0,1.0,1195.0,5628.0,0
3487.8,3432.0,14.0,26.0,58.0,56.0,96.0,1.0,6.9,19.0,48.67,0.29,70.0,31.0,1.0,1.0,1181.0,5880.0,0
3415.5,3454.0,13.0,26.0,59.0,57.0,96.0,1.0,6.6,19.0,48.67,-2.76,122.0,31.0,1.0,1.0,1052.0,5880.0,0
3435.9,3465.0,13.0,26.0,59.0,57.0,96.0,1.0,6.7,19.0,49.49,-1.6899999999999997,170.0,31.0,1.0,1.0,1169.0,5736.0,0
3591.2,3540.0,12.0,26.0,59.0,57.0,97.0,1.0,6.6,19.0,49.44,-5.1,133.0,31.0,1.0,1.0,1152.0,5736.0,0
3411.5,3454.0,12.0,26.0,59.0,57.0,97.0,1.0,6.5,19.0,49.44,0.32,4.0,31.0,1.0,1.0,974.0,6024.0,0
3628.3,3380.0,13.0,26.0,59.0,57.0,97.0,1.0,6.0,19.0,48.76,-4.5,111.0,31.0,1.0,1.0,1180.0,6024.0,0
3439.3,3469.0,13.0,26.0,59.0,57.0,97.0,1.0,6.6,19.0,48.88,2.31,156.0,31.0,1.0,1.0,1185.0,5400.0,0
3512.3,3452.0,13.0,26.0,59.0,57.0,97.0,1.0,6.7,19.0,48.88,-1.9600000000000002,47.0,31.0,1.0,1.0,978.0,5400.0,0
3506.1,3376.0,13.0,26.0,59.0,57.0,97.0,1.0,6.6,19.0,48.79,0.08000000000000007,96.0,31.0,1.0,1.0,1164.0,6132.0,0
3474.4,3525.0,13.0,26.0,59.0,57.0,97.0,1.0,6.6,19.0,48.79,1.16,105.0,31.0,1.0,1.0,1195.0,6132.0,0
3550.4,3526.0,13.0,26.0,59.0,57.0,97.0,1.0,6.6,19.0,48.35,-4.33,121.0,31.0,1.0,1.0,1064.0,5496.0,0
3514.7,3492.0,13.0,26.0,59.0,57.0,96.0,1.0,6.8,19.0,48.72,-0.030000000000000027,64.0,31.0,1.0,1.0,1177.0,5496.0,0
3577.4,3369.0,13.0,26.0,59.0,57.0,96.0,1.0,6.6,19.0,48.72,-2.0199999999999996,105.0,31.0,1.0,1.0,1104.0,5904.0,0
3465.3,3534.0,13.0,26.0,59.0,57.0,96.0,1.0,6.9,19.0,49.23,-2.1899999999999995,23.0,31.0,1.0,1.0,1009.0,5904.0,0
3525.4,3569.0,14.0,26.0,59.0,57.0,96.0,1.0,7.0,19.0,48.28,-4.45,-32.999999999999886,31.0,1.0,1.0,1182.0,5832.0,0
3523.9,3376.0,13.0,26.0,59.0,57.0,96.0,1.0,6.7,19.0,48.28,-3.37,40.0,31.0,1.0,1.0,1205.0,5832.0,0
3280.9,3359.0,13.0,26.0,59.0,57.0,96.0,1.0,6.8,19.0,48.76,2.9000000000000004,77.0,31.0,1.0,1.0,1020.0,5604.0,0
3379.9,3412.0,14.0,26.0,59.0,57.0,96.0,1.0,6.4,19.0,48.76,-1.84,61.0,31.0,1.0,1.0,1209.0,5604.0,0
3455.4,3580.0,13.0,26.0,59.0,57.0,96.0,1.0,7.0,19.0,49.05,1.12,124.99999999999989,31.0,1.0,1.0,1189.0,5568.0,0
3536.6,3419.0,13.0,26.0,59.0,57.0,97.0,1.0,7.0,19.0,49.23,-5.11,141.9999999999999,31.0,1.0,1.0,1020.0,5568.0,0
3375.4,3380.0,13.0,26.0,59.0,57.0,97.0,1.0,6.9,19.0,49.23,-5.9,101.0,31.0,1.0,1.0,1184.0,5712.0,0
3583.9,3464.0,13.0,26.0,59.0,57.0,97.0,1.0,6.8,19.0,48.14,-1.7,101.0,31.0,1.0,1.0,1167.0,5712.0,0
3556.2,3464.0,14.0,26.0,59.0,57.0,97.0,1.0,6.9,19.0,48.48,-1.2100000000000002,118.0,31.0,1.0,1.0,1069.0,5292.0,0
3517.5,3436.0,14.0,26.0,59.0,57.0,96.0,1.0,6.9,19.0,48.48,-0.9200000000000002,52.0,31.0,1.0,1.0,1019.0,5292.0,0
3405.1,3342.0,14.0,26.0,59.0,57.0,96.0,1.0,6.5,19.0,49.07,1.7,-28.0,31.0,1.0,1.0,1212.0,5844.0,0
3440.5,3518.0,14.0,26.0,59.0,57.0,96.0,1.0,6.8,19.0,48.37,0.89,103.0,31.0,1.0,1.0,1169.0,5844.0,0
3553.4,3452.0,13.0,26.0,59.0,57.0,96.0,1.0,6.5,19.0,48.37,-3.9699999999999998,73.00000000000011,31.0,1.0,1.0,1009.0,5712.0,0
3400.4,3393.0,14.0,26.0,59.0,57.0,97.0,1.0,6.7,19.0,48.72,2.08,60.0,31.0,1.0,1.0,1180.0,5712.0,0
3434.9,3351.0,14.0,26.0,59.0,57.0,97.0,1.0,6.7,19.0,48.41,-0.6599999999999999,-11.0,31.0,1.0,1.0,1206.0,5544.0,0
3580.3,3387.0,14.0,26.0,59.0,57.0,97.0,1.0,6.2,19.0,48.41,-3.5,87.99999999999989,31.0,1.0,1.0,992.0,5544.0,0
