val_accuracy,test_accuracy,train_accuracy,alpha,colsample_bylevel,colsample_bytree,gamma,lambda,learning_rate,max_depth,min_child_weight,n_estimators,subsample
0.8058252427184466,0.8060941828254847,1.0,0.0728992502579644,0.772656323389002,0.6553752109173154,7.932788542824671e-05,1.9828239213952177,0.02124478051377421,6,1.0,4200,0.687205312210668
0.7702265372168284,0.7340720221606648,0.7960882230545152,5.34747472721616e-07,0.6933888438716522,0.7468561827430691,0.9628010235313216,2.6366346774083054,0.00012506190657527767,6,7.0,2600,0.6950795711055888
0.7993527508090615,0.796398891966759,1.0,9.381500101535926e-06,0.9795250494283207,0.6442966679263635,5.4737382726459216e-05,3.252107668452654,0.10039395699563923,6,8.0,3000,0.9412943114147547
0.8090614886731392,0.8033240997229917,0.9991677070328756,0.24522104998578184,0.6802773157896589,0.8842600826779515,0.018504613408161428,2.6103555824921836,0.05480361197758687,10,17.0,1200,0.9693705965354933
0.7961165048543689,0.8060941828254847,1.0,0.036680065752066025,0.80759970723601,0.7048762670235547,0.0006702933964083784,2.67874721788883,0.028084282721629338,11,2.0,800,0.9514743412904723
0.7831715210355987,0.7977839335180056,0.9975031210986267,0.0005224504084030481,0.9519520264624177,0.7652335607912607,0.12190051928246093,3.427473973526744,0.0017457665787851053,10,1.0,4400,0.7119943805109767
0.7669902912621359,0.7977839335180056,1.0,4.762536829648156e-06,0.6956009496267765,0.6447627479769433,1.0460650248117244e-06,3.9087113655596446,0.2977417167954717,4,5.0,400,0.755854747939747
0.7702265372168284,0.7479224376731302,0.807324178110695,2.2882182142582076e-08,0.6097078710867415,0.7353753719053924,1.8744359408412152e-07,1.3062245329409523,0.00965322491467087,2,9.0,1400,0.6754384115143853
0.7443365695792881,0.7105263157894737,0.7265917602996255,1.4302652088094296e-05,0.9559279790115827,0.5631818303007816,4.144291082526491e-05,3.9387258226249076,0.00031819667902030697,2,5.0,4000,0.5660106758345818
0.7411003236245954,0.7188365650969529,0.7615480649188514,0.027576198005879845,0.6037449915871356,0.5188098739335114,5.209066244476138e-06,3.7540197162101303,0.0002302419963131758,8,18.0,3600,0.5067488870292736
0.7961165048543689,0.7825484764542936,1.0,0.24522104998578184,0.6802773157896589,0.8842600826779515,0.018504613408161428,2.6103555824921836,0.05480361197758687,10,17.0,1200,0.9693705965354933
0.7313915857605178,0.721606648199446,0.7673741156887224,0.02328703484577224,0.9735727933494223,0.6960084682198246,1.9545627761616414e-06,3.859603247473077,0.0010816410467135572,9,61.0,5400,0.6811090716282497
0.7281553398058253,0.7119113573407202,0.7457344985434873,44.376242882502225,0.5015049003629496,0.792071998774964,5.644909989999616e-06,3.8279283348821505,0.011859757112816652,7,45.0,3400,0.8891199166498667
0.7669902912621359,0.7645429362880887,0.8843112775697045,0.032395694427100635,0.6148191913679888,0.9105741939775394,0.6709299841456012,1.8693010206625646,0.04973807539651217,8,54.0,1600,0.6008339855876347
0.7961165048543689,0.8060941828254847,1.0,0.036680065752066025,0.80759970723601,0.7048762670235547,0.0006702933964083784,2.67874721788883,0.028084282721629338,11,2.0,800,0.9514743412904723
0.7831715210355987,0.7977839335180056,0.9975031210986267,0.0005224504084030481,0.9519520264624177,0.7652335607912607,0.12190051928246093,3.427473973526744,0.0017457665787851053,10,1.0,4400,0.7119943805109767
0.7443365695792881,0.7105263157894737,0.7265917602996255,1.4302652088094296e-05,0.9559279790115827,0.5631818303007816,4.144291082526491e-05,3.9387258226249076,0.00031819667902030697,2,5.0,4000,0.5660106758345818
0.7669902912621359,0.7977839335180056,1.0,4.762536829648156e-06,0.6956009496267765,0.6447627479769433,1.0460650248117244e-06,3.9087113655596446,0.2977417167954717,4,5.0,400,0.755854747939747
0.7378640776699029,0.7146814404432132,0.7415730337078652,0.0060392654376778595,0.8067806107228375,0.5652654984231784,0.565369197414738,1.0649313360642976,2.657542279142135e-05,4,4.0,200,0.6739047317511472
0.7411003236245954,0.7188365650969529,0.7615480649188514,0.027576198005879845,0.6037449915871356,0.5188098739335114,5.209066244476138e-06,3.7540197162101303,0.0002302419963131758,8,18.0,3600,0.5067488870292736
0.7702265372168284,0.7340720221606648,0.7960882230545152,5.34747472721616e-07,0.6933888438716522,0.7468561827430691,0.9628010235313216,2.6366346774083054,0.00012506190657527767,6,7.0,2600,0.6950795711055888
0.7993527508090615,0.796398891966759,1.0,9.381500101535926e-06,0.9795250494283207,0.6442966679263635,5.4737382726459216e-05,3.252107668452654,0.10039395699563923,6,8.0,3000,0.9412943114147547
0.8058252427184466,0.8060941828254847,1.0,0.0728992502579644,0.772656323389002,0.6553752109173154,7.932788542824671e-05,1.9828239213952177,0.02124478051377421,6,1.0,4200,0.687205312210668
0.7702265372168284,0.7479224376731302,0.807324178110695,2.2882182142582076e-08,0.6097078710867415,0.7353753719053924,1.8744359408412152e-07,1.3062245329409523,0.00965322491467087,2,9.0,1400,0.6754384115143853
0.7864077669902912,0.7936288088642659,0.9758635039533916,4.049347432955245e-07,0.887924846754649,0.6555976772246891,0.008194948340733543,1.829061464823886,0.020431113977597167,4,21.0,2800,0.7173818849499295
0.7443365695792881,0.7063711911357341,0.7149396587598835,0.0024054058805071023,0.9541621719550574,0.5050351249250156,4.5873428994581707e-08,1.1558966196214415,0.0003200002998153623,2,89.0,4400,0.7267709668172417
0.7961165048543689,0.8130193905817175,1.0,0.5193770489808427,0.7127184899160048,0.5682548206245951,0.4683630467836628,2.6509769597253787,0.14375856076324067,9,1.0,800,0.5746523488157004
0.8058252427184466,0.7991689750692521,1.0,0.0017326867726491072,0.8581767183245539,0.6516682366464719,8.869736162221433e-08,2.3703468083944617,0.055986565417543765,10,1.0,1000,0.910303766122309
0.7572815533980582,0.7562326869806094,0.8406158967956721,0.004169549159755737,0.5868914171008107,0.6691543285837254,0.5592267289565859,1.22325198160644,0.001394709203516737,7,23.0,4400,0.6997390281151816
0.7508090614886731,0.7285318559556787,0.7528089887640449,1.432767237383886,0.6400786348315244,0.7358077014217042,5.2737091844849955e-08,1.9983990063967283,0.003791310496212878,2,8.0,1000,0.8925465894127913
0.7961165048543689,0.7825484764542936,1.0,2.2882182142582076e-08,0.6097078710867415,0.7353753719053924,1.8744359408412152e-07,1.3062245329409523,0.00965322491467087,2,9.0,1400,0.6754384115143853
0.7669902912621359,0.7977839335180056,1.0,4.762536829648156e-06,0.6956009496267765,0.6447627479769433,1.0460650248117244e-06,3.9087113655596446,0.2977417167954717,4,5.0,400,0.755854747939747
0.7572815533980582,0.7562326869806094,0.8406158967956721,0.004169549159755737,0.5868914171008107,0.6691543285837254,0.5592267289565859,1.22325198160644,0.001394709203516737,7,23.0,4400,0.6997390281151816
0.7702265372168284,0.7340720221606648,0.7960882230545152,5.34747472721616e-07,0.6933888438716522,0.7468561827430691,0.9628010235313216,2.6366346774083054,0.00012506190657527767,6,7.0,2600,0.6950795711055888
0.7669902912621359,0.7645429362880887,0.8843112775697045,0.032395694427100635,0.6148191913679888,0.9105741939775394,0.6709299841456012,1.8693010206625646,0.04973807539651217,8,54.0,1600,0.6008339855876347
0.7864077669902912,0.7936288088642659,0.9758635039533916,4.049347432955245e-07,0.887924846754649,0.6555976772246891,0.008194948340733543,1.829061464823886,0.020431113977597167,4,21.0,2800,0.7173818849499295
0.7313915857605178,0.721606648199446,0.7673741156887224,0.02328703484577224,0.9735727933494223,0.6960084682198246,1.9545627761616414e-06,3.859603247473077,0.0010816410467135572,9,61.0,5400,0.6811090716282497
0.7831715210355987,0.7977839335180056,0.9975031210986267,0.0005224504084030481,0.9519520264624177,0.7652335607912607,0.12190051928246093,3.427473973526744,0.0017457665787851053,10,1.0,4400,0.7119943805109767
0.7961165048543689,0.8060941828254847,1.0,0.036680065752066025,0.80759970723601,0.7048762670235547,0.0006702933964083784,2.67874721788883,0.028084282721629338,11,2.0,800,0.9514743412904723
0.7443365695792881,0.7105263157894737,0.7265917602996255,1.4302652088094296e-05,0.9559279790115827,0.5631818303007816,4.144291082526491e-05,3.9387258226249076,0.00031819667902030697,2,5.0,4000,0.5660106758345818
0.7281553398058253,0.7119113573407202,0.7457344985434873,44.376242882502225,0.5015049003629496,0.792071998774964,5.644909989999616e-06,3.8279283348821505,0.011859757112816652,7,45.0,3400,0.8891199166498667
0.7993527508090615,0.796398891966759,1.0,9.381500101535926e-06,0.9795250494283207,0.6442966679263635,5.4737382726459216e-05,3.252107668452654,0.10039395699563923,6,8.0,3000,0.9412943114147547
0.7508090614886731,0.7285318559556787,0.7528089887640449,1.432767237383886,0.6400786348315244,0.7358077014217042,5.2737091844849955e-08,1.9983990063967283,0.003791310496212878,2,8.0,1000,0.8925465894127913
0.8058252427184466,0.8060941828254847,1.0,0.0728992502579644,0.772656323389002,0.6553752109173154,7.932788542824671e-05,1.9828239213952177,0.02124478051377421,6,1.0,4200,0.687205312210668
0.8058252427184466,0.7991689750692521,1.0,0.0017326867726491072,0.8581767183245539,0.6516682366464719,8.869736162221433e-08,2.3703468083944617,0.055986565417543765,10,1.0,1000,0.910303766122309
0.8090614886731392,0.8033240997229917,0.9991677070328756,0.24522104998578184,0.6802773157896589,0.8842600826779515,0.018504613408161428,2.6103555824921836,0.05480361197758687,10,17.0,1200,0.9693705965354933
0.7378640776699029,0.7146814404432132,0.7415730337078652,0.0060392654376778595,0.8067806107228375,0.5652654984231784,0.565369197414738,1.0649313360642976,2.657542279142135e-05,4,4.0,200,0.6739047317511472
0.7961165048543689,0.8130193905817175,1.0,0.5193770489808427,0.7127184899160048,0.5682548206245951,0.4683630467836628,2.6509769597253787,0.14375856076324067,9,1.0,800,0.5746523488157004
0.7411003236245954,0.7188365650969529,0.7615480649188514,0.027576198005879845,0.6037449915871356,0.5188098739335114,5.209066244476138e-06,3.7540197162101303,0.0002302419963131758,8,18.0,3600,0.5067488870292736
0.7443365695792881,0.7063711911357341,0.7149396587598835,0.0024054058805071023,0.9541621719550574,0.5050351249250156,4.5873428994581707e-08,1.1558966196214415,0.0003200002998153623,2,89.0,4400,0.7267709668172417
0.7961165048543689,0.7825484764542936,1.0,0.004169549159755737,0.5868914171008107,0.6691543285837254,0.5592267289565859,1.22325198160644,0.001394709203516737,7,23.0,4400,0.6997390281151816
0.7864077669902912,0.7936288088642659,0.9758635039533916,4.049347432955245e-07,0.887924846754649,0.6555976772246891,0.008194948340733543,1.829061464823886,0.020431113977597167,4,21.0,2800,0.7173818849499295
0.7411003236245954,0.7188365650969529,0.7615480649188514,0.027576198005879845,0.6037449915871356,0.5188098739335114,5.209066244476138e-06,3.7540197162101303,0.0002302419963131758,8,18.0,3600,0.5067488870292736
0.7443365695792881,0.7063711911357341,0.7149396587598835,0.0024054058805071023,0.9541621719550574,0.5050351249250156,4.5873428994581707e-08,1.1558966196214415,0.0003200002998153623,2,89.0,4400,0.7267709668172417
0.7961165048543689,0.8130193905817175,1.0,0.5193770489808427,0.7127184899160048,0.5682548206245951,0.4683630467836628,2.6509769597253787,0.14375856076324067,9,1.0,800,0.5746523488157004
0.8058252427184466,0.7991689750692521,1.0,0.0017326867726491072,0.8581767183245539,0.6516682366464719,8.869736162221433e-08,2.3703468083944617,0.055986565417543765,10,1.0,1000,0.910303766122309
0.7961165048543689,0.8060941828254847,1.0,0.036680065752066025,0.80759970723601,0.7048762670235547,0.0006702933964083784,2.67874721788883,0.028084282721629338,11,2.0,800,0.9514743412904723
0.7993527508090615,0.796398891966759,1.0,9.381500101535926e-06,0.9795250494283207,0.6442966679263635,5.4737382726459216e-05,3.252107668452654,0.10039395699563923,6,8.0,3000,0.9412943114147547
0.7831715210355987,0.7977839335180056,0.9975031210986267,0.0005224504084030481,0.9519520264624177,0.7652335607912607,0.12190051928246093,3.427473973526744,0.0017457665787851053,10,1.0,4400,0.7119943805109767
0.7702265372168284,0.7479224376731302,0.807324178110695,2.2882182142582076e-08,0.6097078710867415,0.7353753719053924,1.8744359408412152e-07,1.3062245329409523,0.00965322491467087,2,9.0,1400,0.6754384115143853
0.7669902912621359,0.7645429362880887,0.8843112775697045,0.032395694427100635,0.6148191913679888,0.9105741939775394,0.6709299841456012,1.8693010206625646,0.04973807539651217,8,54.0,1600,0.6008339855876347
0.8090614886731392,0.8033240997229917,0.9991677070328756,0.24522104998578184,0.6802773157896589,0.8842600826779515,0.018504613408161428,2.6103555824921836,0.05480361197758687,10,17.0,1200,0.9693705965354933
0.7281553398058253,0.7119113573407202,0.7457344985434873,44.376242882502225,0.5015049003629496,0.792071998774964,5.644909989999616e-06,3.8279283348821505,0.011859757112816652,7,45.0,3400,0.8891199166498667
0.7669902912621359,0.7977839335180056,1.0,4.762536829648156e-06,0.6956009496267765,0.6447627479769433,1.0460650248117244e-06,3.9087113655596446,0.2977417167954717,4,5.0,400,0.755854747939747
0.7508090614886731,0.7285318559556787,0.7528089887640449,1.432767237383886,0.6400786348315244,0.7358077014217042,5.2737091844849955e-08,1.9983990063967283,0.003791310496212878,2,8.0,1000,0.8925465894127913
0.7378640776699029,0.7146814404432132,0.7415730337078652,0.0060392654376778595,0.8067806107228375,0.5652654984231784,0.565369197414738,1.0649313360642976,2.657542279142135e-05,4,4.0,200,0.6739047317511472
0.7313915857605178,0.721606648199446,0.7673741156887224,0.02328703484577224,0.9735727933494223,0.6960084682198246,1.9545627761616414e-06,3.859603247473077,0.0010816410467135572,9,61.0,5400,0.6811090716282497
0.8058252427184466,0.8060941828254847,1.0,0.0728992502579644,0.772656323389002,0.6553752109173154,7.932788542824671e-05,1.9828239213952177,0.02124478051377421,6,1.0,4200,0.687205312210668
0.7702265372168284,0.7340720221606648,0.7960882230545152,5.34747472721616e-07,0.6933888438716522,0.7468561827430691,0.9628010235313216,2.6366346774083054,0.00012506190657527767,6,7.0,2600,0.6950795711055888
0.7443365695792881,0.7105263157894737,0.7265917602996255,1.4302652088094296e-05,0.9559279790115827,0.5631818303007816,4.144291082526491e-05,3.9387258226249076,0.00031819667902030697,2,5.0,4000,0.5660106758345818
