val_r2_score,test_r2_score,train_r2_score,objective,base_score,booster,callbacks,colsample_bylevel,colsample_bynode,colsample_bytree,device,early_stopping_rounds,enable_categorical,eval_metric,feature_types,gamma,grow_policy,importance_type,interaction_constraints,learning_rate,max_bin,max_cat_threshold,max_cat_to_onehot,max_delta_step,max_depth,max_leaves,min_child_weight,missing,monotone_constraints,multi_strategy,n_estimators,n_jobs,num_parallel_tree,random_state,reg_alpha,reg_lambda,sampling_method,scale_pos_weight,subsample,tree_method,validate_parameters,verbosity,alpha,lambda
0.9771165194695597,0.9630556772207289,0.9944639132046782,reg:squarederror,,,,,,,,,False,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,b'',b''
0.9766646318122313,0.9777909593040973,0.9883033459093775,reg:squarederror,,,,0.5131052829023808,,0.9172598776963292,,,False,,,0.0010763419706350732,,,,0.05629854163384104,,,,,10,,3.0,,,,4400,16,,,,,,,0.642215511000729,,,,1.2084596689881306,2.491796096936017
0.5382398945519612,0.5484608169885206,0.5420606874253449,reg:squarederror,,,,0.9411506111074045,,0.833416218258419,,,False,,,0.9324707954157994,,,,0.000195200325599432,,,,,10,,2.0,,,,3200,16,,,,,,,0.5355934129930109,,,,0.006277849339762471,2.3370066419101696
0.9638884055373619,0.9678600038670268,0.9747203891672708,reg:squarederror,,,,0.5211160308404352,,0.8103343635158138,,,False,,,0.0021391383604003125,,,,0.0029685294611968647,,,,,2,,1.0,,,,2800,16,,,,,,,0.7088683615698343,,,,2.032411504942923,3.356031241687742
0.052393369447890636,0.06082998310899168,0.05864696053940455,reg:squarederror,,,,0.6696866210155923,,0.7129752046740547,,,False,,,4.105823015666758,,,,4.6280719777378e-05,,,,,7,,43.0,,,,2400,16,,,,,,,0.6050278570025065,,,,4.30085333306665e-07,1.5628993282370576
0.9765048188372691,0.9756151896530282,0.9845417682635113,reg:squarederror,,,,0.6940361674420947,,0.8506963438844974,,,False,,,0.04005244999604309,,,,0.0035775317967732976,,,,,2,,16.0,,,,4400,16,,,,,,,0.8936042121966921,,,,6.556975981975999e-06,3.781157785085167
0.9798913502404087,0.9697467873949637,0.9932094662241058,reg:squarederror,,,,0.8751327284858785,,0.71300691458309,,,False,,,0.00015412127434194197,,,,0.043532011773268146,,,,,10,,2.0,,,,1400,16,,,,,,,0.6894770530952674,,,,0.09927339058924682,1.604134391680197
0.04745162093463606,0.054941020220725334,0.05362975374342149,reg:squarederror,,,,0.6976909589090077,,0.7211020430564343,,,False,,,0.24922970457716903,,,,1.1897728926668828e-05,,,,,7,,5.0,,,,3800,16,,,,,,,0.9516261453191375,,,,0.0027844043348500885,1.8910569784830829
0.8848052403354196,0.8949303237939649,0.8935692662889858,reg:squarederror,,,,0.5104175726256791,,0.7443189248022387,,,False,,,4.59479623704809,,,,0.003045853955816971,,,,,1,,2.0,,,,2000,16,,,,,,,0.5426879088764816,,,,2.0453708925315314e-07,1.2587760301462585
0.6591502831850902,0.6771577805949213,0.6684741078906369,reg:squarederror,,,,0.5915464523758636,,0.9869310196600837,,,False,,,4.807331455424998e-07,,,,0.0008598467296821604,,,,,5,,79.0,,,,1000,16,,,,,,,0.9430027716087692,,,,0.00017453121762968387,3.3954527231068394
0.33238763805789506,0.34427379532702695,0.33438159599348416,reg:squarederror,,,,0.8711751652798698,,0.5125707088668894,,,False,,,3.321265962897677e-07,,,,0.00010032667877409883,,,,,6,,1.0,,,,6000,16,,,,,,,0.9635900063546122,,,,7.134898211075287,1.4282350200618463
0.970793521962558,0.9719655020950053,0.9790959516187955,reg:squarederror,,,,0.9113038487046214,,0.857045551502589,,,False,,,0.003942375220310002,,,,0.0009109131581642975,,,,,5,,14.0,,,,4200,16,,,,,,,0.6851260801918733,,,,0.0005037351459720239,1.8511706284048468
0.9733438340021813,0.9749566426316061,0.9831887962368073,reg:squarederror,,,,0.9572960005577031,,0.7552411422722007,,,False,,,0.4763336938273151,,,,0.008167480140523714,,,,,10,,1.0,,,,6000,16,,,,,,,0.8338428652190129,,,,8.349537060255114e-05,1.2886662006947958
0.9774767777350976,0.9775388868326669,0.9863403836241534,reg:squarederror,,,,0.5790223340718286,,0.6633102764819865,,,False,,,0.06420547152626958,,,,0.03576961080281665,,,,,9,,5.0,,,,5800,16,,,,,,,0.6514540068174999,,,,0.0069253608011681815,1.7701955185263127
0.9048262658857832,0.9128011283915737,0.9135282111769902,reg:squarederror,,,,0.8686340376860072,,0.9412594529812883,,,False,,,0.0030873225213938135,,,,0.0009219214991589894,,,,,2,,1.0,,,,2000,16,,,,,,,0.7557384903806315,,,,1.2591379087138874,2.589788029431459
0.9593544401342426,0.9645321813436502,0.9713788213120398,reg:squarederror,,,,0.5091076428040924,,0.9819493452661889,,,False,,,4.7252352748842235,,,,0.02573201768985477,,,,,5,,29.0,,,,2000,16,,,,,,,0.6784786218043988,,,,0.00011403057651059874,1.5257438578502753
0.21245603491018095,0.22318602796869003,0.21747559071414568,reg:squarederror,,,,0.5690890157112298,,0.9040953621308991,,,False,,,0.0031670508748968787,,,,3.83571347782288e-05,,,,,9,,1.0,,,,4400,16,,,,,,,0.6620698226866328,,,,0.004086760730578949,2.8808689988353207
0.9781395996850905,0.9756864367564753,0.9878582305754136,reg:squarederror,,,,0.9921600833880482,,0.9223969886420946,,,False,,,0.0019180798490865244,,,,0.012738952482247224,,,,,3,,18.0,,,,5400,16,,,,,,,0.9004487942799275,,,,0.0018042851254015425,1.250769812041218
